# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/pangenome_matrix_t0__core_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f 0

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 17564
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 3441 Pfams set2 = 3863 Pfams

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=12055 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF00883	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytosol aminopeptidase family, catalytic domain
PF00885	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	6,7-dimethyl-8-ribityllumazine synthase
PF00902	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Sec-independent protein translocase protein (TatC)
PF00920	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Dehydratase family
PF00930	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Dipeptidyl peptidase IV (DPP IV) N-terminal region
PF00958	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GMP synthase C terminal domain
PF00986	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DNA gyrase B subunit, carboxyl terminus
PF00988	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Carbamoyl-phosphate synthase small chain, CPSase domain
PF01010	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
PF01011	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PQQ enzyme repeat
PF01014	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uricase
PF01043	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SecA preprotein cross-linking domain
PF01048	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphorylase superfamily
PF01067	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Calpain large subunit, domain III
PF01071	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
PF01116	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Fructose-bisphosphate aldolase class-II
PF01118	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Semialdehyde dehydrogenase, NAD binding domain
PF01120	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Alpha-L-fucosidase
PF01124	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MAPEG family
PF01126	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Heme oxygenase
PF01128	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF01132	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Elongation factor P (EF-P) OB domain
PF01137	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RNA 3'-terminal phosphate cyclase
PF01149	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Formamidopyrimidine-DNA glycosylase N-terminal domain
PF01152	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Bacterial-like globin
PF01165	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal protein S21
PF01172	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Shwachman-Bodian-Diamond syndrome (SBDS) protein
PF01192	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RNA polymerase Rpb6
PF01197	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal protein L31
PF01204	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Trehalase
PF01205	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterized protein family UPF0029
PF01227	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GTP cyclohydrolase I
PF01233	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain
PF01243	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pyridoxamine 5'-phosphate oxidase
PF01256	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Carbohydrate kinase
PF01257	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thioredoxin-like [2Fe-2S] ferredoxin
PF01259	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SAICAR synthetase
PF01261	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Xylose isomerase-like TIM barrel
PF01264	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Chorismate synthase
PF01268	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Formate--tetrahydrofolate ligase
PF01302	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CAP-Gly domain
PF01323	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DSBA-like thioredoxin domain
PF01329	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pterin 4 alpha carbinolamine dehydratase
PF01343	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Peptidase family S49
PF01379	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Porphobilinogen deaminase, dipyromethane cofactor binding domain
PF01384	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphate transporter family
PF01386	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal L25p family
PF01450	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acetohydroxy acid isomeroreductase, catalytic domain
PF01451	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Low molecular weight phosphotyrosine protein phosphatase
PF01470	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pyroglutamyl peptidase
PF01471	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Putative peptidoglycan binding domain
PF01502	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphoribosyl-AMP cyclohydrolase
PF01503	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphoribosyl-ATP pyrophosphohydrolase
PF01512	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Respiratory-chain NADH dehydrogenase 51 Kd subunit
PF01571	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Aminomethyltransferase folate-binding domain
PF01575	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MaoC like domain
PF01594	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AI-2E family transporter
PF01634	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ATP phosphoribosyltransferase
PF01648	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	4'-phosphopantetheinyl transferase superfamily
PF01649	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal protein S20
PF01678	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Diaminopimelate epimerase
PF01709	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transcriptional regulator
PF01716	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Manganese-stabilising protein / photosystem II polypeptide
PF01729	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Quinolinate phosphoribosyl transferase, C-terminal domain
PF01746	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	tRNA (Guanine-1)-methyltransferase
PF01749	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Importin beta binding domain
PF01761	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	3-dehydroquinate synthase
PF01774	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	UreD urease accessory protein
PF01779	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal L29e protein family
PF01782	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RimM N-terminal domain
PF01808	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AICARFT/IMPCHase bienzyme
PF01820	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	D-ala D-ala ligase N-terminus
PF01824	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MatK/TrnK amino terminal region
PF01841	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transglutaminase-like superfamily
PF01853	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MOZ/SAS family
PF01871	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	AMMECR1
PF01872	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RibD C-terminal domain
PF01873	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain found in IF2B/IF5
PF01875	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Memo-like protein
PF01900	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Rpp14/Pop5 family
PF01902	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Diphthamide synthase
PF01903	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CbiX
PF01912	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	eIF-6 family
PF01916	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Deoxyhypusine synthase
PF01922	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SRP19 protein
PF01927	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mut7-C RNAse domain
PF01933	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterised protein family UPF0052
PF01938	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	TRAM domain
PF01946	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thi4 family
PF01959	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	3-dehydroquinate synthase II
PF01964	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Radical SAM ThiC family
PF01967	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MoaC family
PF01968	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Hydantoinase/oxoprolinase
PF01980	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	tRNA-methyltransferase O
PF01984	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Double-stranded DNA-binding domain
PF01987	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mitochondrial biogenesis AIM24
PF01990	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ATP synthase (F/14-kDa) subunit
PF01992	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ATP synthase (C/AC39) subunit
PF02018	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Carbohydrate binding domain
PF02036	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SCP-2 sterol transfer family
PF02041	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Auxin binding protein
PF02046	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytochrome c oxidase subunit VIa
PF02104	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SURF1 family
PF02110	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Hydroxyethylthiazole kinase family
PF02114	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosducin
PF02129	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	X-Pro dipeptidyl-peptidase (S15 family)
PF02130	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterized protein family UPF0054
PF02176	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	TRAF-type zinc finger
PF02184	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HAT (Half-A-TPR) repeat
PF02195	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ParB-like nuclease domain
PF02214	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	BTB/POZ domain
PF02219	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Methylenetetrahydrofolate reductase
PF02222	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ATP-grasp domain
PF02223	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thymidylate kinase
PF02234	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cyclin-dependent kinase inhibitor
PF02237	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Biotin protein ligase C terminal domain
PF02256	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Iron hydrogenase small subunit
PF02270	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	TFIIF, beta subunit HTH domain
PF02290	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Signal recognition particle 14kD protein
PF02291	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transcription initiation factor IID, 31kD subunit
PF02347	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycine cleavage system P-protein
PF02348	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytidylyltransferase
PF02357	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transcription termination factor nusG
PF02359	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cell division protein 48 (CDC48), N-terminal domain
PF02401	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	LytB protein
PF02405	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Permease MlaE
PF02441	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Flavoprotein
PF02445	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Quinolinate synthetase A protein
PF02460	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Patched family
PF02470	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MlaD protein
PF02482	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Sigma 54 modulation protein / S30EA ribosomal protein
PF02514	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CobN/Magnesium Chelatase
PF02527	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	rRNA small subunit methyltransferase G
PF02531	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PsaD
PF02537	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CrcB-like protein, Camphor Resistance (CrcB)
PF02538	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Hydantoinase B/oxoprolinase
PF02540	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NAD synthase
PF02542	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	YgbB family
PF02560	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cyanate lyase C-terminal domain
PF02569	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pantoate-beta-alanine ligase
PF02575	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	YbaB/EbfC DNA-binding family
PF02581	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Thiamine monophosphate synthase
PF02585	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GlcNAc-PI de-N-acetylase
PF02594	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterised ACR, YggU family COG1872
PF02597	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ThiS family
PF02598	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Putative RNA methyltransferase
PF02602	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uroporphyrinogen-III synthase HemD
PF02605	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Photosystem I reaction centre subunit XI
PF02628	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytochrome oxidase assembly protein
PF02629	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CoA binding domain
PF02631	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RecX family
PF02637	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GatB domain
PF02657	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Fe-S metabolism associated domain
PF02668	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Taurine catabolism dioxygenase TauD, TfdA family
PF02670	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF02672	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CP12 domain
PF02679	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	(2R)-phospho-3-sulfolactate synthase (ComA)
PF02683	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytochrome C biogenesis protein transmembrane region
PF02696	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterized ACR, YdiU/UPF0061 family
PF02698	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DUF218 domain
PF02713	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function DUF220
PF02721	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Domain of unknown function DUF223
PF02731	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SKIP/SNW domain
PF02733	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Dak1 domain
PF02734	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DAK2 domain
PF02749	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Quinolinate phosphoribosyl transferase, N-terminal domain
PF02765	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Telomeric single stranded DNA binding POT1/CDC13
PF02784	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF02787	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF02788	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribulose bisphosphate carboxylase large chain, N-terminal domain
PF02789	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytosol aminopeptidase family, N-terminal domain
PF02799	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain
PF02810	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SEC-C motif
PF02811	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PHP domain
PF02823	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02836	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl hydrolases family 2, TIM barrel domain
PF02840	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Prp18 domain
PF02843	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphoribosylglycinamide synthetase, C domain
PF02844	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphoribosylglycinamide synthetase, N domain
PF02875	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mur ligase family, glutamate ligase domain
PF02885	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl transferase family, helical bundle domain
PF02896	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PEP-utilising enzyme, PEP-binding domain
PF02906	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Iron only hydrogenase large subunit, C-terminal domain
PF02915	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Rubrerythrin
PF02934	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GatB/GatE catalytic domain
PF02970	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tubulin binding cofactor A
PF03004	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Plant transposase (Ptta/En/Spm family)
PF03015	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Male sterility protein
PF03024	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Folate receptor family
PF03054	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	tRNA methyl transferase
PF03060	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nitronate monooxygenase
PF03069	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Acetamidase/Formamidase family
PF03071	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	GNT-I family
PF03091	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CutA1 divalent ion tolerance protein
PF03095	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Phosphotyrosyl phosphate activator (PTPA) protein
PF03130	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	PBS lyase HEAT-like repeat
PF03133	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Tubulin-tyrosine ligase family
PF03147	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ferredoxin-fold anticodon binding domain
PF03153	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transcription factor IIA, alpha/beta subunit
PF03161	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	LAGLIDADG DNA endonuclease family
PF03181	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	BURP domain
PF03190	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Protein of unknown function, DUF255
PF03199	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Eukaryotic glutathione synthase
PF03200	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl hydrolase family 63 C-terminal domain
PF03223	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	V-ATPase subunit C
PF03224	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	V-ATPase subunit H
PF03244	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Photosystem I reaction centre subunit VI
PF03256	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Anaphase-promoting complex, subunit 10 (APC10)
PF03266	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	NTPase
PF03328	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	HpcH/HpaI aldolase/citrate lyase family
PF03343	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	SART-1 family
PF03366	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	YEATS family
PF03378	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	CAS/CSE protein, C-terminus
PF03385	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	STELLO glycosyltransferases
PF03416	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Peptidase family C54
PF03447	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Homoserine dehydrogenase, NAD binding domain
PF03453	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MoeA N-terminal region (domain I and II)
PF03454	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MoeA C-terminal region (domain IV)
PF03455	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	dDENN domain
PF03467	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Smg-4/UPF3 family
PF03471	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transporter associated domain
PF03483	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	B3/4 domain
PF03484	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	tRNA synthetase B5 domain
PF03517	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Regulator of volume decrease after cellular swelling
PF03522	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Solute carrier family 12
PF03567	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Sulfotransferase family
PF03571	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Peptidase family M49
PF03587	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	EMG1/NEP1 methyltransferase
PF03602	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Conserved hypothetical protein 95
PF03618	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Kinase/pyrophosphorylase
PF03635	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Vacuolar protein sorting-associated protein 35
PF03644	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Glycosyl hydrolase family 85
PF03665	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterised protein family (UPF0172)
PF03671	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ubiquitin fold modifier 1 protein
PF03676	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterised protein family (UPF0183)
PF03690	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Uncharacterised protein family (UPF0160)
PF03741	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Integral membrane protein TerC family
PF03776	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Septum formation topological specificity factor MinE
PF03791	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	KNOX2 domain
PF03796	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	DnaB-like helicase C terminal domain
PF03800	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nuf2 family
PF03803	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Scramblase
PF03819	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	MazG nucleotide pyrophosphohydrolase domain
PF03834	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03839	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Translocation protein Sec62
PF03849	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transcription factor Tfb2
PF03850	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Transcription factor Tfb4
PF03853	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	YjeF-related protein N-terminus
PF03870	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	RNA polymerase Rpb8
PF03879	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cgr1 family
PF03896	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Translocon-associated protein (TRAP), alpha subunit
PF03900	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Porphobilinogen deaminase, C-terminal domain
PF03918	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Cytochrome C biogenesis protein
PF03941	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Inner centromere protein, ARK binding region
PF03948	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ribosomal protein L9, C-terminal domain
PF03962	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mnd1 HTH domain
PF03980	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Nnf1
PF03981	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Ubiquinol-cytochrome C chaperone
PF03985	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Paf1
PF03997	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	VPS28 protein
PF03998	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Utp11 protein
PF04006	1	1	8.295e-05	5.113e-05	6.173e-01	9.394e-01	Mpp10 protein
